Title;Warm Price;Cold Price;Utilities Cost;Deposit;Room Size (m²);Number of Rooms;Level;Location;Amenities;Env;Year of Construction;Elevator;Parking;Kitchen;Balcony;Garden;Terrace;Move-in Date;Efficiency Class;Energy Source;Energy Demand;Link
[TAUSCHWOHNUNG] Ruhige 1-Zimmerwohnung Nahe Ku'damm;;380;150;;28;1;2. Geschoss;10719 Berlin Wilmersdorf;;;;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2d7nf5q
MÖBLIERTE Wohnung in Gesundbrunnen;1.500;1.300;78;2000;51;2;1. Geschoss;13357 Berlin Gesundbrunnen;Bad mit Dusche;;1910;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;1.04.2024;;;;https://www.immowelt.de/expose/2duhf5q
[TAUSCHWOHNUNG] Mendelquartier 4-Zimmer Wohnung (NUR LANDESEIGENE);;1.080;410;;89;4;5. Geschoss;13187 Berlin Pankow;Bad mit Wanne und Dusche, Gäste-WC, barrierefrei;;;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2drdf5q
[TAUSCHWOHNUNG] Super helle 3 Zi (78qm) in Friedenau gg 2,5+ Zi in NK od. KB;;850;200;;78;3;2. Geschoss;12161 Berlin Steglitz;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dz8f5q
ruhig gelegene 2- Zimmerwohung mit Gartennutzung in Berlin Grünau Nähe Regattastraße, BER und Technologiepark Adlershof;880;700;180;3 Monatsmieten kalt;68;2;Erdgeschoss;12526 Berlin Bohnsdorf;Bad mit Wanne;Zustand:, Neubau;2000;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;ab sofort;D;Wärmepumpe;;https://www.immowelt.de/expose/2dsud5q
Für 6 bis 12 Monate: zentrale, möblierte 2-Zimmer-Wohnung im Neubau Nähe Alexanderplatz;1.490;;;2980;42;2;3. Geschoss;10179 Berlin Mitte;Bad mit Wanne;Zustand:, Neubau;Neubau;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dm9d5q
[TAUSCHWOHNUNG] WEISSENSEE | Tauschen 3-Zi-DG-Wohnung gegen 4-Zi-Wohnung;;610;240;;74;3;4. Geschoss (Dachgeschoss);13086 Berlin Weißensee;Bad mit Wanne;;;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dr4d5q
Wohnung einzelzimmer;1.289;.;;2582;31;1;;13355 Berlin Gesundbrunnen;Lastenaufzug;;;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dzxc5q
[TAUSCHWOHNUNG] Schöne 4-Zimmer Neubau Wohnung mit toller Küche;;2.000;300;;98;4;1. Geschoss;13086 Berlin Weißensee;Bad mit Wanne und Dusche, Gäste-WC, barrierefrei;;;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dfnc5q
Grünes Rudow, ruhige 2 Zimmerwohnung in gepflegtem Wohnumfeld ab 01.05.2024 evtl. früher, zu vermieten;969,50;726,50;185;2179,50;56;2;1. Geschoss;12357 Berlin Britz;Bad mit Fenster und Dusche, barrierefrei;;1964;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2024;;Öl;;https://www.immowelt.de/expose/2dubc5q
[TAUSCHWOHNUNG] Wedding, Nähe Florakiez, mit Parkett und Balkon ins Grüne;;568;280;;87;3;1. Geschoss;13359 Berlin Gesundbrunnen;Bad mit Wanne;;;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2d89c5q
[TAUSCHWOHNUNG] Groß für Klein;;936;316;;140;4;1. Geschoss;10717 Berlin Wilmersdorf;Bad mit Wanne, Gäste-WC;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2d59c5q
[TAUSCHWOHNUNG] 3,5 Zimmer Stuckaltbau mit Südbalkon und Wanne | Reuterkiez;;1.550;350;;78;3;2. Geschoss;12047 Berlin Neukölln;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2d29c5q
[TAUSCHWOHNUNG] Luxus Wohnung 75m2 Maternushöfe;;1.050;300;;75;2;1. Geschoss (Erdgeschoss);10435 Berlin Prenzlauer Berg;Bad mit Dusche;;;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dz8c5q
Furnished Aparment with WiFi in Prenzaluer Berg / Möbilierte Wohnung mit WiFi Prenzlauer Berg;1.500;1.380;120;2500;35;1;1. Geschoss;10407 Berlin Prenzlauer Berg;Bad mit Fenster, Wanne und Dusche;Zustand:, Altbau (bis 1945);1939;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dvrb5q
Auf 2 Etagen mit Fernwärme, Kamin, eigener Garten und Tiefgarage;;4.900;350;9.800 €;234;6;;10439 Berlin Prenzlauer Berg;Gäste-WC;Zustand:, Neubau;2012;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;sofort;B;Fernwärme;;https://www.immowelt.de/expose/2dkqa5q
Moderne 2-Zimmer Wohnung in bester Lage in Charlottenburg (vollmöbliert mit Einbauküche und Parkett);1.885;1.690;195;3500;55;2;4. Geschoss;10627 Berlin Charlottenburg;Bad mit Dusche;;1912;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.24;;;;https://www.immowelt.de/expose/2dnz85q
Attraktive 2-Zimmerwohnung im Mariengrün;1.580;1.180;400;2.360;66;2;1. Geschoss;12277 Berlin Marienfelde;Bad mit Wanne;Parkhaus;1971;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;1973;;;;https://www.immowelt.de/expose/2dtm75q
Vollmöbliertes lichtdurchflutetes Penthouse - 2 Balkone m. Blick auf Fernseh- u. Funkturm;;3.990;550;;135;3;7. Geschoss (Dachgeschoss);10719 Berlin Wilmersdorf;Bad mit Wanne, Gäste-WC, barrierefrei;2 Stellplätze:;2000;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2drm75q
Familienwohnung in Karow sucht Nachmieter!;1.194;989;102;2.967,00;74;3;3. Geschoss;13125 Berlin Karow;;;1997;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2024;B;KWK fossil;;https://www.immowelt.de/expose/2dfk75q
Pärchenwohnung mit Wintergarten!;872;729;72;2.187,00;49;2;1. Geschoss;13125 Berlin Karow;;;1996;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;D;KWK fossil;;https://www.immowelt.de/expose/2dmf75q
2-Zimmer-Wohnung in Berlin-Spandau mit wunderschönem Hafenblick.;1.629;1.390;239;;50;2;1. Geschoss;13585 Berlin Spandau;Bad mit Dusche;Zustand:, Neubau, Sicherheitstechnik:, Alarmanlage, Polizeiruf, Serviceleistungen:, Reinigungsservice;2023;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Sofort;B;Strom;53,00;https://www.immowelt.de/expose/2dp975q
Sanierte Seniorenwohnung mit Terrasse! NUR mit WBS für Ältere Menschen;506,73;367,73;67;1.103,19;40;2;Erdgeschoss;13125 Berlin Karow;;;1998;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2024;C;Fernwärme;;https://www.immowelt.de/expose/2dk975q
15.03.2024 - Fully furnished 1 Room apartment at Herrmannstr.;1.199;.;;;46;1;4. Geschoss;12051 Berlin Neukölln;;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2dq565q
STILVOLL, ZENTRAL GELEGEN, RUHIG;2.800;2.000;800;6.000,00;203;3;;;;;;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dsz45q
LEBEN UND ARBEITEN AM MÜGGELSEE;8.965;8.275;690;;276;8;Erdgeschoss;;;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dxy45q
Gorgeous 2 room apartment in Friedrichshain;1.500;.;;4560;50;2;3. Geschoss;10245 Berlin Friedrichshain;Bad mit Dusche, offene Küche, rollstuhlgerecht;Zustand:, Neubau, Sicherheitstechnik:, Kartenzugangskontrolle;2022;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dtg25q
Geschmackvolle Wohnung mit drei Zimmern sowie Balkon und Einbauküche in Wedding , Berlin;1.436;1.252;184;3756;75;3;;13353 Berlin Wedding;;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dd7v5p
++Ideal für Singles und Pendler: Modernes 1-Zimmer-Apartment mit Balkon und offenem Küchenbereich++;1.181,03;1.019;162,03;3.057,00;46;1;5. Geschoss;13055 Berlin Alt-Hohenschönhausen;;;2023;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;01.04.2024;A;Fernwärme;48,50;https://www.immowelt.de/expose/2dmt25s
Große 2-Zimmer-Wohnung mit Balkon und Einbauküche im Neubauquartier 'Ferdinands Garden';1.215,47;1.032;183,47;3.096,00;52;2;3. Geschoss;13055 Berlin Alt-Hohenschönhausen;;;2023;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2024;A;Fernwärme;48,50;https://www.immowelt.de/expose/2dabt5p
*ERSTBEZUG* Gemütliche 2-Zimmer-Wohnung mit Balkon über Dächern von Berlin;1.108,89;940;168,89;2.820,00;48;2;3. Geschoss;13055 Berlin Alt-Hohenschönhausen;;;2023;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2024;A;Fernwärme;47,70;https://www.immowelt.de/expose/2d9at5p
Schicke 2-Zimmer-Wohnung mit Balkon und Einbauküche in Berlin-Lichtenberg;1.347,31;1.126;221,31;3.378,00;63;2;3. Geschoss;13055 Berlin Alt-Hohenschönhausen;;;2023;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2024;A;Fernwärme;48,50;https://www.immowelt.de/expose/2dy8t5p
Wohnglück über den Dächern Berlins: Große 2-Zimmer-Wohnung mit Balkon und offenem Küchenbereich;1.161,33;986;175,33;2.958,00;50;2;3. Geschoss;13055 Berlin Alt-Hohenschönhausen;;;2023;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2024;A;Fernwärme;48,50;https://www.immowelt.de/expose/2dsvs5p
Großzügige 4-Zimmer-Wohnung;2.629,07;2.139,07;260;6.417,21 €                                (entspricht 3 Nettokaltmieten)  Die Kaution kann auch in;152;4;3. Geschoss;12099 Berlin Tempelhof;Bad mit Fenster, Wanne und Dusche, Gäste-WC, WG-geeignet;;1907;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;E;Heizöl;156,00;https://www.immowelt.de/expose/2dnvs5p
Heller Altbau im Herzen Charlottenburgs;1.790;1.350;290;3580;60;2;4. Geschoss;10627 Berlin Charlottenburg;Bad mit Wanne;Zustand:, Altbau (bis 1945);1900;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;ab sofort;B;Fernwärme;176,00;https://www.immowelt.de/expose/2djjr5p
Lichtdurchfluteter 3-Zimmer Altbau in ruhiger Kiez-Lage !;2.196,70;1.797,30;399,40;5.391,90;99;3;1. Geschoss;10245 Berlin Friedrichshain;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2dq5q5p
Wohnglück - ansprechende 2-Zi.-Wohnung;733,03;521,03;151;1.563,09;62;2;2. Geschoss;13583 Berlin Spandau;Bad mit Wanne, Gäste-WC;;1965;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;28.03.2024;C;;77,00;https://www.immowelt.de/expose/2da4p5p
Teilsanierte 2Zimmer-Wohnung mit Balkon sucht Nachmieter!;710;498;151;1.494,00;62;2;8. Geschoss;13583 Berlin Spandau;Bad mit Wanne;;1965;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;08.04.2024;C;;77,00;https://www.immowelt.de/expose/2d94p5p
Exklusive Wohnung am Ku'damm;2.295;2.080;135;4160;82;3;4. Geschoss;10629 Berlin Charlottenburg;Bad mit Fenster;;1965;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Erstbezug nach Renovierung;;;;https://www.immowelt.de/expose/2d4cm5p
Newly gut renovated and furnished apartment in Adalbertstraße;;1.720;100;5.000,00;68;2;4. Geschoss;10179 Berlin Mitte;barrierefrei;;;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.06.2024;;;;https://www.immowelt.de/expose/2dl7m5p
2 Zi.-DG-Wohnung mit Wintergarten und 2 Südbalkonen in Berlin Zehlendorf;1.750;1.400;180;2.800,00;102;2;2. Geschoss (Dachgeschoss);;;;1994;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2024;F;ERDGAS_LEICHT;;https://www.immowelt.de/expose/2dbkl5p
Helle 5-Zimmer-Wohnung mit 2 Balkonen - Erstbezug im Neubauobjekt - Bitte alle Hinweise lesen!;2.223,90;1.759,14;242,64;5.277,42;121;5;3. Geschoss;;;;2023;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;A;;47,20;https://www.immowelt.de/expose/2dfnk5p
Helle 4-Zimmer-Wohnung mit 2 Balkonen - Erstbezug im Neubauobjekt - Bitte alle Hinweise lesen!;2.011,23;1.595,61;216,94;4.786,83;108;4;3. Geschoss;;;;2023;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;A;;47,20;https://www.immowelt.de/expose/2d6mk5p
Helle 4-Zimmer-Wohnung -  Erstbezug im Neubauobjekt - Bitte alle Hinweise lesen!;1.893,64;1.518,68;195,32;4.566,04;97;4;3. Geschoss;;;;2023;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2024;A;;47,20;https://www.immowelt.de/expose/2dblk5p
Fully furnished serviced Apartment - Möblierte Cityresidenz in Berlins historischen Mitte;3.400;2.700;700;6.600,00;69;2;Erdgeschoss;10117 Berlin Mitte;Gäste-WC, barrierefrei;;2018;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;nach Absprache;D;FERN;104,60;https://www.immowelt.de/expose/2dwfh5p
+++ Fully furnished serviced Apartment +++ Möblierte Cityresidenz in Berlins historischen Mitte;4.800;4.000;800;12.000,00;65;2;1. Geschoss;10117 Berlin Mitte;Gäste-WC;;2018;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;nach Vereinbarung;;FERN;104,60;https://www.immowelt.de/expose/2dzbh5p
Möblierte 2-Zimmerwohnung nahe U-Bahnhof Südstern;;752;155;2.256,00;57;2;2. Geschoss;10967 Berlin Kreuzberg;Bad mit Dusche;;1900;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;177,00;https://www.immowelt.de/expose/2dawe5p
hochwertig möbliertes Apartment, alles drin...;1.611,53;1.199,53;412;3598,59;63;2;3. Geschoss;12489 Berlin Adlershof;Bad mit Dusche;Zustand:, Neubau;2017;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2024;A;Fernwärme;;https://www.immowelt.de/expose/2d8re5p
Stilvolles Studio Apartment in Schönster Lage in Berlin;1.665;1.350;315;2 Monatsmieten;49;1;1. Geschoss;10405 Berlin Prenzlauer Berg;Bad mit Dusche;Zustand:, Altbau (bis 1945);1900;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2dqxd5p
Wunderschöne 3 Zi Wohnung mit viel Platz zum Wohlfühlen in rühiger Berliner Lage mit eigenem Garten;2.955;2.480;475;2 Monatsmieten;90;3;Erdgeschoss;13359 Berlin Gesundbrunnen;Bad mit Dusche;;2022;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2dqwd5p
Wunderschönes Studio in Neukölln umgeben von vielen Bars;1.444;1.130;314;2 Monatsmieten;34;1;4. Geschoss;12059 Berlin Neukölln;Bad mit Dusche;Zustand:, Altbau (bis 1945);1900;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2dzvd5p
Charmante 2 Zimmer Wohnung in Neukölln direkt im Schillerkiez in der  Nähe der Hasenheide;1.910;1.550;360;2 Monatsmieten;61;2;3. Geschoss;12053 Berlin Neukölln;Bad mit Dusche;Zustand:, Altbau (bis 1945);1900;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2d4vd5p
Super schöne 2 Zimmer Wohnung mitten im Prenzlauer Berg. Fußläufig zum Mauerpark und Helmholtzkiez.;2.250;1.890;360;2 Monatsmieten;80;2;;10439 Berlin Prenzlauer Berg;Bad mit Dusche;Zustand:, Altbau (bis 1945);1900;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2dmud5p
Tolle Studio Wohnung vollmöbliert direkt am Botanischen Garten;1.365;1.050;315;2 Monatsmieten;38;1;2. Geschoss;12203 Berlin Lichterfelde;Bad mit Dusche;Zustand:, Altbau (bis 1945);1900;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2dwtd5p
Geräumige 4-Zimmer-Maisonette-Wohnung in zentraler Zehlendorf-Lage, umgeben von grünen Oasen;3.160;2.560;610;2 Monatsmieten;113;4;2. Geschoss;14165 Berlin Zehlendorf;Bad mit Dusche, Gäste-WC;Zustand:, Altbau (bis 1945);1900;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2d3td5p
GUT GESCHNITTENE - 3 ZIMMERWOHNUNG - BALKON -  EINBAUKÜCHE - TG STELLPLATZ - FREI AB 01.06.2024;2.950;2.500;185;7.890,00;94;3;5. Geschoss;10407 Berlin Prenzlauer Berg;Gäste-WC;;2021;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.06.2024;C;Fernwärme;82,00;https://www.immowelt.de/expose/2dzvc5p
Schöne 50m² Zwei-Zimmer Wohnung mit Garten in Berlin;1.570;1.420;100;4260;50;2;Erdgeschoss;13353 Berlin Wedding;Bad mit Dusche;Zustand:, Neubau, Sicherheitstechnik:, Überwachungskamera;2022;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Ab sofort;;;;https://www.immowelt.de/expose/2dqta5p
Wohnen in moderner Stadtvilla mit Garten;1.816;1.500;138;4.500,00;106;3;Erdgeschoss;13505 Berlin Konradshöhe;Bad mit Fenster, Wanne und Dusche, offene Küche;Zustand:, Neubau;2017;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;ab sofort;A;Gas;36,00;https://www.immowelt.de/expose/2d2g85p
Traumhafte 3/3,5 Zimmer Wohnung direkt an der Havel;2.300;1.900;400;5700;100;3;2. Geschoss;13585 Berlin Spandau;Bad mit Dusche, Gäste-WC;Zustand:, Neubau, Sicherheitstechnik:, Überwachungskamera, Serviceleistungen:, Reinigungsservice;;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;ab April;;;;https://www.immowelt.de/expose/2da765p
!! Penthouse in wunderschöner Lage wartet auf Sie !! ab dem 01.07.24 einziehen und wohlfühlen;2.650;2.400;250;7.200;117;3;4. Geschoss;12161 Berlin Friedenau;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.07.2024;;;;https://www.immowelt.de/expose/2drrh5s
Traum-Loft in bester Kudamm-Lage (ab Mai mit Möbel-Abschlag);2.050;.;;4935;112;4;5. Geschoss (Dachgeschoss);10707 Berlin Charlottenburg;Bad mit Fenster, Wanne und Dusche, Gäste-WC, teilweise klimatisiert;;;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2dvl45p
HOMESK - 2-Zimmer Neubauwohnung in bester Wohnlage mit Balkon;1.827,30;1.427,30;200;3 Nettokaltmieten;71;2;1. Geschoss;12051 Berlin Neukölln;Bad mit Dusche, Gäste-WC, Bad/WC getrennt;Zustand:, Neubau, 5 Stellplätze;2019;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;B;Fernheizung;67,00;https://www.immowelt.de/expose/2d8k45p
Fully Furnished - Erstbeztug - lichtdurchflutetes Studio für höchste Wohnansprüche im Neubau;1.890;1.630;260;3 Nettokaltmieten;27;1;3. Geschoss;10117 Berlin Mitte;Bad mit Dusche;Zustand:, Neubau;2018;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;B;Fernwärme;62,50;https://www.immowelt.de/expose/2d8345p
Schöne möblierte 2 Zimmer Wohnung!;1.250;850;400;2550;64;2;4. Geschoss (Dachgeschoss);13156 Berlin Französisch Buchholz;Bad mit Wanne;;1997;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;1.5.;;;;https://www.immowelt.de/expose/2dsw35p
Erstbezug: Studio Apartment im Herzen Berlins mit Concierge Service - unbefristete Vermietung;1.650;1.390;260;3 Nettokaltmieten;40;1;1. Geschoss;10117 Berlin Mitte;Bad mit Dusche;Zustand:, Neubau;2018;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;B;Fernwärme;62,50;https://www.immowelt.de/expose/2dll35p
Am Wasser - Traumhafte 2-Zimmer-Stuck-Altbauwohnung mit Echtolzdielen und Küche - Gartenmitnutzung;1.500;1.150;350;1500;52;2;2. Geschoss;12527 Berlin Grünau;Bad mit Dusche;Zustand:, Altbau (bis 1945);1910;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2dxez5n
Chipperfield-Stadtwohnung unweit Gendarmenmarkt;1.950;.;;;57;2;;10117 Berlin Mitte;Bad mit Dusche;;;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2dkcy5n
"DG-Wohlfühloase für Sportliche, 3. OG ohne Lift, mit EBK &amp; Fußbodenheizung!";1.156;809;347;2.427,00;76;3;3. Geschoss;13127 Berlin Französisch Buchholz;Bad mit Fenster und Wanne, Loggia;Zustand:, Neubau;1997;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;nach Vereinbarung;C;Fernwärme;;https://www.immowelt.de/expose/2dxxx5n
** Wohnung mit Gewerbenutzung in Top-Lage in Prenzlauer Berg **;2.500;2.200;300;6600;117;3;Erdgeschoss;10405 Berlin Prenzlauer Berg;rollstuhlgerecht;Zustand:, Altbau (bis 1945);1903;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;15.04.2024;;;;https://www.immowelt.de/expose/2dufv5n
BEFRISTETE Vermietung für 24 MONATE!;1.099,25;790,25;152;;52;2;2. Geschoss;12489 Berlin Adlershof;Bad mit Dusche;;1910;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;158,00;https://www.immowelt.de/expose/2dkgt5n
Stillvolle 4-Zimmerwohnung! Erstbezug!;2.941,75;2.549,55;392,20;7.648,65;84;4;;14199 Berlin Schmargendorf;;;2023;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;35,40;https://www.immowelt.de/expose/2dm7t5n
Schicke Neubauwohnung! Mit sonnigen Balkonen!;3.177,07;2.760,60;416,47;8.281,80;92;4;;14199 Berlin Schmargendorf;;;2023;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;57,30;https://www.immowelt.de/expose/2dl7t5n
Stilvoller Neubau! Erstbezug!;2.941,75;2.549,55;392,20;7.648,65;84;4;;14199 Berlin Schmargendorf;;;2023;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;57,30;https://www.immowelt.de/expose/2dk7t5n
