Title;Warm Price;Cold Price;Utilities Cost;Deposit;Room Size (m²);Number of Rooms;Level;Location;Amenities;Env;Year of Construction;Elevator;Parking;Kitchen;Balcony;Garden;Terrace;Move-in Date;Efficiency Class;Energy Source;Energy Demand;Link
Bequem Wohnen und Arbeiten im Quartier Heidestrasse;;2.052,26;523,98;6.157,00;87;3;2. Geschoss;10557 Berlin Moabit;;;2022;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.06.2024;C;;89,00;https://www.immowelt.de/expose/2b34h5z
Leben im beliebten QH Straight: Individualität wird hier groß geschrieben;;2.044,97;522,12;6.135,00;87;3;2. Geschoss;10557 Berlin Moabit;;;2022;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;01.06.2024;C;;89,00;https://www.immowelt.de/expose/2br3h5z
QH Straight: Moderner Neubau mit Bezug ab Juni 2024;;1.621,97;414,12;4.866,00;69;2;1. Geschoss;10557 Berlin Moabit;;;2022;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.06.2024;C;;89,00;https://www.immowelt.de/expose/2b33h5z
Großzügig geschnittenes Studio Apartment in ruhiger Lage mit eigenem Garten;1.695;1.380;315;2 Monatsmieten;38;1;Erdgeschoss;13359 Berlin Gesundbrunnen;Bad mit Dusche;;2022;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2bdqy5x
Großzügiges Wohnen in begehrter Mitte Lage;3.393;2.700;693;;138;4;1. Geschoss;10557 Berlin Moabit;;;2018;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2cw2t5q
Beeindruckendes Penthouse mit zwei Terrassen;6.500;5.680;820;;270;6;Dachgeschoss;12165 Berlin Steglitz;Gäste-WC;;2022;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;ab sofort;;;;https://www.immowelt.de/expose/2b7bg5w
Prestigious Residence right at Kurfürstendamm and Olivaer Platz;;.;;;205;5;2. Geschoss;10707 Berlin Wilmersdorf;Bad mit Wanne und Dusche, Gäste-WC;2 Stellplätze:;2015;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;sofort;;;;https://www.immowelt.de/expose/2bk665w
1 NKM frei - UMZUGSBONUS TYP 2;1.699;1.494;138;3-Nettokaltmieten;68;2;2. Geschoss;10719 Berlin Wilmersdorf;Bad mit Dusche, barrierefrei;;2023;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2cz3x5j
1 NKM frei - UMZUGSBONUS TYP 6;1.496;1.298;126;3-Nettokaltmieten;62;2;Erdgeschoss;10719 Berlin Wilmersdorf;Bad mit Dusche, barrierefrei;;2023;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2cd4x5j
Besichtigung am 15.03.24 - Erstbezug - Neubau an der Schönwalder Str. 87;1.927,98;1.499,73;428,25;4499,19;85;3;1. Geschoss;13585 Berlin Spandau;Bad mit Wanne und Dusche;Zustand:, Neubau;2023;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.05.2024;B;Blockheizkraftwerk,Gas;51,70;https://www.immowelt.de/expose/2blqr5v
1-Zimmer- Apartmentmit Balkon, Einbauküche und Fahrstuhl;1.300;1.150;60;3450,00;47;1;1. Geschoss;10247 Berlin Prenzlauer Berg;barrierefrei;Zustand:, Neubau;2019;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;B;;51,00;https://www.immowelt.de/expose/2bev35u
Modernes Studio mitten in Berlin von vielen Einkaufsmöglichkeiten und Restaurants umgeben;1.815;1.500;315;2 Monatsmieten;48;1;5. Geschoss;10115 Berlin Mitte;Bad mit Dusche;;1990;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2b4en5t
Zentrale Lage im grünen Berlin - Kreuzberg;1.050;;;2500;30;1;2. Geschoss;10999 Berlin Kreuzberg;Bad mit Dusche;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2bnds5s
Erstbezug - Teilgewerblich - Herrschaftlicher Altbau direkt / nahe dem Kudamm - wohnen und arbeiten au einer Ebene -;3.846,50;.;;;157;5;Erdgeschoss;10719 Berlin Wilmersdorf;Gäste-WC;;;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;01.07.2024;;;;https://www.immowelt.de/expose/2bfjp5s
Charmante 2 Zimmer Wohnung in ruhigen Kiez mit vielen Einkaufsmöglichkeiten;1.960;1.600;360;2 Monatsmieten;51;2;2. Geschoss;12163 Berlin Steglitz;Bad mit Dusche;Zustand:, Altbau (bis 1945);1900;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2bznm5r
Toll geschnittenes Studio Aprtament voll möbliert in cooler Lage in Neukölln;1.215;900;315;2 Monatsmieten;30;1;Erdgeschoss;12055 Berlin Neukölln;Bad mit Dusche;Zustand:, Altbau (bis 1945);1900;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2bqtt5n
Große möblierte 3-Zimmer-Dachgeschoss-Wohnung in Charlottenburg;3.450;;;10350;95;3;Dachgeschoss;10711 Berlin Halensee;Bad mit Wanne;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2bcl55m
Living on Wallstreet - exklusives Ambiente garantiert!;3.388;2.990;398;3 Monatskaltmieten;137;4;3. Geschoss;10179 Berlin Mitte;Bad mit Fenster und Wanne, Gäste-WC, Bad/WC getrennt, barrierefrei;Zustand:, Neubau;2020;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;kurzfristig möglich!;B;;66,70;https://www.immowelt.de/expose/2bgh95l
Moderne Wohnung in Lichtenberg inkl. Qualitätsküche, 2 Balkons und Fußbodenheizung;1.895,53;1.558,76;336,77;4.676,29;96;3;1. Geschoss;13055 Berlin Alt-Hohenschönhausen;;;2023;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.04.2024;A;Fernwärme;468,00;https://www.immowelt.de/expose/2cj365l
Top möbliertes 2-Zi. Stadtapartment zwischen Unter den Linden und dem Auswärtigen Amt;3.330;2.720;610;8.160,00;68;2;Erdgeschoss;10117 Berlin Mitte;;;2019;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;sofort;D;FERN;104,60;https://www.immowelt.de/expose/2bw855k
Ideal für Singles und junge Paare - 2-Zimmer im QH Straight;;2.060,95;526,20;6.183,00;87;3;3. Geschoss;10557 Berlin Moabit;;;2022;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.06.2024;C;;89,00;https://www.immowelt.de/expose/2bw9h5z
2-Zimmer mit extra großer Loggia für ausgedehnte Sommerabende;;1.574,74;402,06;4.724,00;67;2;4. Geschoss;10557 Berlin Moabit;;;2022;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.06.2024;C;;89,00;https://www.immowelt.de/expose/2clwb55
renovierte Zweiraumwohnung zu vermieten;;1.495;302;4485,00;79;2;Erdgeschoss;14055 Berlin Westend;Bad mit Wanne;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2bpxs5j
Unglaublich schöne voll ausgesttatete Studio Wohnung direkt in der besten Lage von Kreuzberg;1.425;1.010;315;2 Monatsmieten;34;1;3. Geschoss;10997 Berlin Kreuzberg;Bad mit Dusche;Zustand:, Altbau (bis 1945);1900;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2bwvr5h
Wunderschöne möbilierte 2 Zimmer Wohnung fussläufig vom Treptower Park entfernt;1.960;1.600;360;2 Monatsmieten;73;2;4. Geschoss;10997 Berlin Kreuzberg;Bad mit Dusche;;1960;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2bz3t5g
"Charmante Studio-Wohnung in Mitte: Möbliert &amp; cool.";1.605;1.290;315;2 Monatsmieten;37;1;4. Geschoss;10179 Berlin Mitte;Bad mit Dusche;Zustand:, Altbau (bis 1945);1900;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2blmr5g
Möblierte 2-Zi-Wohnung in Top-Lage Kreuzberg: Ein Traum!;1.770;1.410;360;2 Monatsmieten;50;2;4. Geschoss;10999 Berlin Kreuzberg;Bad mit Dusche;Zustand:, Altbau (bis 1945);1900;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2bnbr5g
Für Platzliebhaber und Individualisten: über 150 m² mit EBK und Smart Home-Features;;3.617,36;923,58;10.852,00;153;3;6. Geschoss;10557 Berlin Moabit;;;2022;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;01.06.2024;C;;89,00;https://www.immowelt.de/expose/2bjdh5z
2-Zi.-Wohnung mit Smart Home-Features *Jetzt Musterwohnung besichtigen*;;1.475,57;376,74;4.427,00;62;2;1. Geschoss;10557 Berlin Moabit;;;2022;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.06.2024;C;;89,00;https://www.immowelt.de/expose/2cpkg5e
Traumhafte, vollmöbilierte 1 Zimmer Wohnung in bester Lage in Charlottenburg.;1.255;940;315;2 Monatsmieten;35;1;3. Geschoss;10719 Berlin Wilmersdorf;Bad mit Dusche;Zustand:, Altbau (bis 1945);1900;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2b2k25d
Wunderschöne drei Zimmer Wohnung in ruhiger Lage, fußläufig vom Kurfürstendamm entfernt;2.695;2.220;475;2 Monatsmieten;87;3;1. Geschoss;10789 Berlin Charlottenburg;Bad mit Dusche;Zustand:, Altbau (bis 1945);1900;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2bv325d
Neubau*Erstbezug*Balkonterrasse*Wasserblick*Köpenick;1.769;1.480;289;3 Nettokaltmieten;61;2;1. Geschoss;12555 Berlin Köpenick;Bad mit Fenster und Dusche;Zustand:, Neubau, Serviceleistungen:, Reinigungsservice;2020;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;ab sofort möglich;;;67,20;https://www.immowelt.de/expose/2bc3w5b
Hochwertig ausgestattete 3,5-Zimmer Wohnung in direkter Umgebung des Gleisdreieck Park.;2.815;2.340;475;2 Monatsmieten;74;3;4. Geschoss;10785 Berlin Tiergarten;Bad mit Dusche, Gäste-WC;;2022;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2bdju5a
Super zentral gelegene 2 Zimmer Wohnung direkt am Hackeschen Markt. Vollmöbliert und ausgestattet;2.770;2.410;360;2 Monatsmieten;62;2;4. Geschoss;10178 Berlin Mitte;Bad mit Wanne;;2021;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2bzdu5a
Wunderschönes vollmöbliertes Studio Apartment am Kollwitzplatz.;1.625;1.310;315;2 Monatsmieten;40;1;2. Geschoss;10405 Berlin Prenzlauer Berg;Bad mit Dusche;;1990;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2b6hf5a
Dein neues Zuhause im Zukunftsquartier SÜDKREUZ | 1-Zimmer Wohnung;887,40;.;;;29;1;Erdgeschoss;10829 Berlin Schöneberg;Bad mit Dusche;;2020;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.05.23;;;;https://www.immowelt.de/expose/2byg65a
Dein neues Zuhause im Zukunftsquartier SÜDKREUZ | 1-Zimmer Wohnung;718,80;.;;;23;1;Erdgeschoss;10829 Berlin Schöneberg;Bad mit Dusche;;2020;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;01.05.23;;;;https://www.immowelt.de/expose/2bqa65a
**ERSTBEZUG** Moderne 2,5-Zimmer-Wohnung mit 2 Terrassen, Garten und EBK im Neubauquartier 'Ferdinand's Garden';1.768,31;1.465;303,31;4.395,00;86;2;Erdgeschoss;13055 Berlin Alt-Hohenschönhausen;;;2023;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;01.04.2024;A;Fernwärme;46,80;https://www.immowelt.de/expose/2bd3459
DIE ZIMMEREI | Modernes Apartment für Auszubildende/ Studierende | Maxi Bude;1.200;981,55;218,45;1.963,10 €;30;1;;10179 Berlin Mitte;Pantry;;;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;ab sofort;;;;https://www.immowelt.de/expose/2bzpc58
Erstbezug - Penthaus / DG im hochherrschaftlichen Altbau - teilgewerbliche Nutzung - Aufzug - Terrasse - Balkon;6.541,50;5.617,50;934,50;;267;5;5. Geschoss;10719 Berlin Wilmersdorf;Gäste-WC, voll klimatisiert;;;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2b36s57
Großzügige, vollmöblierte 3-Zimmer-Wohnung in einer unschlagbaren Lage im angesagten Kreuzberg;2.695;2.220;475;2 Monatsmieten;88;3;4. Geschoss;10967 Berlin Kreuzberg;Bad mit Dusche;Zustand:, Altbau (bis 1945);1900;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2bjlr57
Spectacular Park front duplex apartment;2.482;2.200;282;7026;80;2;1. Geschoss;10179 Berlin Mitte;Bad mit Dusche, Bad/WC getrennt;Zustand:, Altbau (bis 1945);2022;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Ab sofort;;;;https://www.immowelt.de/expose/2bjgp57
+++ Die perfekte Alternative zum Luxushotel +++ hochwertig, mit viel Liebe zum Detail ausgestattet;30.000;28.500;1.500;60.000,00;295;4;;10117 Berlin Mitte;Gäste-WC;2 Stellplätze:;2020;Verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;nach Vereinbarung;D;FERN;104,60;https://www.immowelt.de/expose/2b8td57
Möblierte- hochwertige  gemütliche 3 Zimmer Dachgeschosswohnung in Grünlage ###;2.200;1.700;500;;66;3;1. Geschoss;14167 Berlin (Zehlendorf) Zehlendorf;Bad mit Fenster und Wanne;;2018;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;C;Gas;;https://www.immowelt.de/expose/2bb5256
2-Zimmer Neubau, Metropolitan Park;1.019,65;836,64;183,01;3 Nettokaltieten;52;2;Erdgeschoss;13591 Berlin Spandau;Bad mit Dusche, offene Küche;Zustand:, Neubau;2023;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;sofort;;;;https://www.immowelt.de/expose/2bx7253
Berlin, 2-Zimmer-Wohnung mit Balkon;1.730;1.400;330;4200,;78;2;1. Geschoss;13587 Berlin Spandau;Bad mit Fenster und Wanne;Zustand:, Neubau;2023;Nicht verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.06.2024;;;;https://www.immowelt.de/expose/2ahnu5z
Modern Classic - Eindrucksvoller Altbau am Ludwigkirchplatz;5.100;4.650;450;13.950,00;211;5;4. Geschoss;10707 Berlin Wilmersdorf;Gäste-WC;;1908;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nach Vereinbarung;D;GAS;104,30;https://www.immowelt.de/expose/2awsf5w
Traumhafte 3-Zimmer-Wohnung, hochwertig voll möbliert und ausgestattet, am Boxhagener Platz.;2.325;1.850;475;2 Monatsmieten;79;3;4. Geschoss;10245 Berlin Friedrichshain;Bad mit Dusche;Zustand:, Altbau (bis 1945);1900;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2ahss5s
1-Zi-Wohnung, erstklassig möbliert in Friedrichshain.;1.513;1.150;363;2 Monatsmieten;34;1;2. Geschoss;10245 Berlin Friedrichshain;Bad mit Dusche;Zustand:, Altbau (bis 1945);1900;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2alds5s
Lichtdurchflutetes Dachgeschoss mit 3 Terrassen !;3.132,42;2.768,78;363,64;8.306,33;190;5;5. Geschoss (Dachgeschoss);10245 Berlin Friedrichshain;Gäste-WC, WG-geeignet;;;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.immowelt.de/expose/2a2ex5r
Hochwertig ausgestattete 2-Zimmer Wohnung im super zentralen Prenzlauer Berg.;2.120;1.760;360;2 Monatsmieten;71;2;1. Geschoss;10439 Berlin Prenzlauer Berg;Bad mit Dusche;Zustand:, Altbau (bis 1945);1900;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2ahmj5r
Vollmöblierte super zentral gelegene 2 Zimmer Wohnung direkt am Hackeschen Markt;3.130;2.770;360;2 Monatsmieten;69;2;3. Geschoss;10178 Berlin Mitte;Bad mit Dusche;;2021;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;neuwertig;;;;https://www.immowelt.de/expose/2ajjj5r
Wohnungsswap - Reuterstraße;;.;;;39;1;2. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2ar4m5q
Wohnungsswap - Herrfurthplatz;;.;;;39;2;1. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2an4m5q
Wohnungsswap - Einbecker Straße;;.;;;86;3;2. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2ak4m5q
Wohnungsswap - Burgsdorfstraße;;.;;;45;1;2. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2a74m5q
Wohnungsswap - Conrad-Blenkle-Straße;;.;;;37;1;Erdgeschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2a64m5q
Wohnungsswap - Pankstraße;;.;;;92;3;3. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2ar3m5q
Wohnungsswap - Winsstraße;;.;;;62;2;5. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2aq3m5q
Wohnungsswap - Manteuffelstraße;;.;;;89;2;6. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2a73m5q
Wohnungsswap - Boxhagener Straße;;.;;;71;2;2. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2ah2m5q
Wohnungsswap - Siegfriedstraße;;.;;;68;2;3. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2a62m5q
Wohnungsswap - Kunkelstraße;;.;;;85;2;4. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2avzl5q
Wohnungsswap - Attilastraße;;.;;;64;3;5. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2atzl5q
TOP DG Whg mit Aufzug und Terrasse;3.500;.;;;125;4;5. Geschoss;10707 Berlin Wilmersdorf;Gäste-WC;;;Verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2apw85p
Penthouse mit traumhaften Ausblick;2.023;1.717;183;5151;87;2;5. Geschoss (Dachgeschoss);13587 Berlin Spandau;Bad mit Wanne, Gäste-WC;Zustand:, Neubau;2023;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;ab 01.03.2024;B;KWK fossil;66,20;https://www.immowelt.de/expose/2a2r35p
Wohnungsswap - Archenholdstraße;;.;;;68;2;3. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2agtd5l
Wohnungsswap - Dietrich-Bonhoeffer-Straße;;.;;;60;2;3. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2adtd5l
Wohnungsswap - Achenbachstraße;;.;;;72;2;4. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2a5td5l
Wohnungsswap - Dierhagener Straße;;.;;;49;2;3. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2axsd5l
Wohnungsswap - Hobrechtstraße;;.;;;90;3;4. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2ausd5l
Wohnungsswap - Bundesallee;;.;;;70;2;Erdgeschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2aqsd5l
Wohnungsswap - Bernhard-Weiß-Straße;;.;;;67;2;10. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2a3sd5l
Wohnungsswap - Stübbenstraße;;.;;;89;3;3. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2a6rd5l
Wohnungsswap - Prinz-Eugen-Straße;;.;;;75;2;2. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2azqd5l
Wohnungsswap - Otto-Weidt-Platz;;.;;;55;2;4. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2anqd5l
Wohnungsswap - Olbersstraße;;.;;;38;1;Erdgeschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2afeq5f
Wohnungsswap - Elberfelder Str.;;.;;;47;1;2. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2aeeq5f
Wohnungsswap - Kantstraße;;.;;;50;2;1. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2avdq5f
Wohnungsswap - Heidenfeldstraße;;.;;;79;2;2. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2atdq5f
Wohnungsswap - Böckhstraße;;.;;;65;2;4. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2asdq5f
Wohnungsswap - Krumme Straße;;.;;;90;3;2. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2apdq5f
Wohnungsswap - Giselastraße;;.;;;67;2;Erdgeschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2amdq5f
Wohnungsswap - Yorckstraße;;.;;;60;2;1. Geschoss;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;;;;;https://www.immowelt.de/expose/2ahdq5f
